"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"female",42,"hungary",3,1,1,6,3,3,4,2,2,6,NA,0,10,6,6,2,2,30,2,3,3,1,1,0,1,0,0,1,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9106,0.9102,0.8872
"male",21,"hungary",3,0,1,7,4,4,4,3,3,5,5,5,4,1,3,2,4,1,3,1,1,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9695,0.9766,1.041
"female",48,"hungary",3,1,1,7,4,3,4,4,4,3,2,2,8,6,6,3,3,10,2,4,4,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.094,1.09,1.0554
"female",72,"germany",5,0,2,6,3,3,3,4,4,0,0,0,10,4,7,1,1,40,1,5,5,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9852,0.9849,0.9586
"female",63,"poland",7,0,2,10,3,4,5,3,4,9,NA,NA,7,4,6,6,6,0,3,3,3,1,0,0,0,0,1,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,99,0.7744,0.7687,0.7377
"male",39,"hungary",7,1,2,0,3,3,3,4,4,6,5,7,5,3,3,3,2,3,1,3,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8638,0.8704,0.923
"female",40,"hungary",2,0,1,5,3,3,4,3,3,5,5,5,5,1,4,3,3,10,2,4,4,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0941,1.0917,1.056
"male",46,"hungary",8,1,1,2,3,3,3,3,3,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9507,0.9597,0.9501
"female",64,"hungary",6,1,1,5,4,2,3,4,3,6,4,5,7,4,5,2,4,2,4,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8273,0.8178,0.7889
"male",64,"hungary",2,0,2,5,5,4,4,5,3,5,NA,5,5,3,4,NA,5,25,NA,1,1,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8966,0.8953,0.8755
"male",62,"spain",6,1,2,8,1,4,3,1,1,3,2,0,10,7,7,1,1,15,3,4,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9098,0.9017,0.8747
"male",58,"uk",8,1,1,6,3,3,3,3,3,6,4,NA,10,6,3,3,3,10,2,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1207,1.119,1.1041
"male",67,"uk",2,0,1,5,3,4,4,3,3,5,7,7,NA,2,3,NA,2,0,4,4,4,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.2211,1.2119,1.171
"male",36,"hungary",6,0,1,6,4,4,5,3,5,7,7,6,6,1,3,3,3,5,2,1,1,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.8638,0.8704,0.923
"female",49,"uk",6,1,3,5,4,2,4,3,1,2,2,1,10,6,5,2,3,80,4,5,5,1,1,1,1,0,0,0,1,3,1,1,0.25,NA,NA,NA,NA,2,0.9613,0.966,0.9333
"male",48,"romania",3,1,4,0,2,3,3,1,3,NA,10,0,10,7,7,1,1,99,3,5,5,1,1,0,0,1,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9073,0.9057,0.913
"female",43,"spain",7,1,2,6,4,4,5,4,4,8,6,5,3,4,6,5,5,40,2,4,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,1,NA,NA,2,1.347,1.3355,1
"male",65,"hungary",3,0,1,3,4,2,5,3,3,7,10,5,5,2,1,4,3,4,1,3,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.1674,1.1689,1.1579
"male",70,"uk",6,0,3,8,2,3,3,2,2,4,3,4,6,5,5,4,3,2,5,4,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0067,0.9985,0.9793
"male",38,"uk",3,0,1,7,3,3,4,3,3,5,5,2,6,2,1,1,1,12,4,4,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0198,1.0152,1.0624
"female",42,"romania",3,0,5,7,4,4,4,4,4,7,3,6,2,3,3,3,5,50,3,4,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.1323,1.1267,1.1026
"female",24,"poland",3,1,2,6,2,4,5,4,4,6,2,7,6,4,5,6,6,5,3,2,2,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,1,NA,NA,2,1.0707,1.0777,1
"female",66,"uk",2,0,5,7,3,4,3,3,2,6,6,0,10,7,6,2,2,25,1,4,5,1,1,1,0,0,0,0,1,3,0,1,0,NA,NA,NA,NA,2,0.9787,0.9741,0.9401
"male",25,"uk",2,0,1,5,3,3,4,2,2,5,7,3,5,4,4,5,3,50,3,2,3,1,1,1,0,1,0,1,0,3,2,1,0.5,NA,1,NA,NA,2,1.0904,1.0864,1
"male",55,"hungary",3,1,2,9,2,5,4,3,4,7,7,5,5,2,4,2,2,5,4,3,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8966,0.8953,0.8755
"male",34,"sweden",5,1,NA,10,1,4,3,1,5,0,2,0,10,2,4,2,5,26,5,4,4,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9354,0.9553,1.0257
"female",67,"hungary",3,0,66,4,4,2,5,4,5,7,6,5,5,1,1,4,4,32,2,1,1,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.5116,1.4984,1.4516
"male",31,"romania",7,1,3,7,1,5,1,1,5,6,10,10,0,1,1,1,5,1,5,4,5,1,0,1,0,1,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,3,0.7689,0.7714,0.7953
"male",62,"hungary",2,1,1,6,1,5,4,1,4,3,0,0,10,5,6,1,1,3,3,1,1,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.7878,0.7829,0.7762
"female",36,"hungary",4,1,1,7,2,4,3,4,3,7,3,7,4,4,4,6,6,20,4,3,2,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1.0899,1.0905,1.1167
"female",73,"uk",2,0,1,0,5,5,4,4,3,4,6,3,5,1,7,7,6,5,3,2,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.864,0.8636,0.8103
"female",51,"germany",2,0,1,5,2,2,2,2,2,0,0,0,10,4,7,1,1,30,3,4,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9836,0.9843,0.9659
"female",45,"germany",3,0,1,5,3,3,3,3,3,2,2,2,7,2,4,1,1,40,3,4,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9709,0.9655,0.9437
"male",49,"uk",2,1,1,5,4,4,4,4,4,7,5,5,5,2,1,4,4,5,2,2,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.0492,1.0561,1.0666
"female",35,"germany",2,1,1,7,1,3,4,1,1,3,2,0,10,5,7,1,1,10,2,2,2,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9642,0.9661,0.9942
"male",42,"hungary",4,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1,2,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9507,0.9597,0.9501
"female",64,"sweden",2,1,NA,10,3,3,3,4,3,9,8,1,3,2,2,5,4,55,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.8915,0.8748,0.8093
"female",51,"hungary",6,1,1,NA,3,3,3,3,3,5,5,1,5,4,4,4,4,1,1,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.094,1.09,1.0554
"male",32,"hungary",3,1,1,5,3,4,5,4,4,7,7,9,6,2,2,5,4,2,2,2,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.947,0.9586,1.0047
"female",42,"uk",6,1,1,7,3,3,3,3,3,NA,5,NA,6,2,3,2,4,6,2,2,NA,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8801,0.8783,0.8636
"female",68,"uk",2,0,1,7,3,5,3,3,1,7,3,5,8,7,7,1,4,30,2,4,5,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0268,1.028,0.9963
"female",60,"spain",2,0,2,5,1,2,3,4,2,4,0,2,2,4,1,2,2,30,1,2,3,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.898,0.8926,0.8529
"female",54,"uk",2,0,1,5,1,3,4,1,1,0,0,0,10,7,5,1,1,45,4,5,5,1,0,1,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9613,0.966,0.9333
"male",40,"spain",6,1,NA,8,4,3,3,5,4,10,10,9,6,1,2,4,4,7,2,4,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9261,0.9203,0.9213
"female",57,"spain",4,0,2,2,3,3,3,3,4,0,0,0,10,4,4,1,1,50,2,4,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.2205,1.219,1.1652
"male",38,"poland",3,1,1,3,3,2,4,2,2,1,4,3,8,6,6,3,3,1,3,3,3,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.9968,0.9927,1.0133
"female",61,"hungary",7,1,NA,5,4,3,4,4,4,3,3,2,8,3,5,2,4,3,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.8273,0.8178,0.7889
"male",43,"uk",3,1,1,5,2,4,2,2,3,1,2,0,10,5,3,1,2,15,5,4,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9105,0.9063,0.899
"female",46,"germany",2,0,1,7,1,1,1,1,1,2,1,0,10,7,7,1,2,20,5,5,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9428,0.9445,0.9108
"female",50,"spain",4,0,1,5,3,3,3,3,3,2,2,1,8,1,1,4,4,50,3,4,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.139,1.1446,1.1378
"male",68,"uk",6,0,1,8,2,4,3,1,2,3,2,1,8,5,5,2,2,30,5,4,5,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0528,1.0514,1.0156
"female",22,"hungary",2,0,1,7,3,4,4,3,3,3,3,4,7,3,4,3,2,30,2,5,5,1,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0181,1.0201,1.0581
"female",22,"hungary",3,1,1,4,4,4,5,5,5,8,8,7,5,2,5,2,3,10,2,3,2,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8474,0.8505,0.889
"male",69,"hungary",6,0,1,4,5,4,4,4,4,8,5,8,3,1,2,4,4,10,1,2,3,1,1,1,0,1,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.1674,1.1689,1.1579
"female",45,"romania",7,1,1,5,2,5,5,2,5,0,1,3,5,5,6,2,3,20,5,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1323,1.1267,1.1026
"female",55,"hungary",7,1,1,8,3,4,4,3,4,8,5,6,5,3,3,4,4,5,4,3,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.8273,0.8178,0.7889
"male",55,"hungary",2,1,2,5,3,3,3,3,3,5,7,5,5,1,3,1,1,3,2,3,2,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.6389,0.638,0.6293
"male",62,"hungary",3,0,2,3,4,4,5,4,5,5,5,5,5,1,2,3,4,2,1,2,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.7004,0.7026,0.685
"female",28,"hungary",7,1,2,5,3,3,3,3,3,8,7,7,5,4,4,4,4,2,1,1,1,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9071,0.9092,0.9382
"female",37,"hungary",7,1,2,5,2,3,3,2,2,2,2,3,8,6,6,2,1,30,3,4,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.1,1.0946,1.1324
"male",56,"hungary",7,1,1,5,4,4,4,4,4,6,5,7,5,1,1,1,4,1,2,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.6389,0.638,0.6293
"female",48,"uk",3,1,1,5,2,2,2,2,1,3,0,2,8,5,3,1,2,20,4,5,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9613,0.966,0.9333
"female",46,"poland",8,0,2,8,3,3,4,3,4,5,5,5,5,4,5,1,4,30,4,3,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0873,1.0853,1.0609
"male",43,"hungary",5,1,1,5,1,4,3,1,3,3,3,5,7,6,6,1,1,10,1,1,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0417,1.0435,1.0383
"female",41,"hungary",6,1,1,5,3,4,4,3,4,4,5,7,7,3,5,3,4,1,4,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.0941,1.0917,1.056
"male",45,"hungary",2,1,1,5,3,3,3,3,3,4,4,5,7,1,1,1,1,10,4,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0419,1.0451,1.0389
"female",38,"hungary",7,1,1,4,4,4,5,4,4,7,5,5,5,1,2,5,4,2,1,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.1,1.0946,1.1324
"female",63,"hungary",4,0,1,3,3,4,5,3,4,6,7,5,7,5,4,4,3,3,1,3,3,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.8135,0.8023,0.7721
"female",47,"romania",6,1,4,9,3,3,4,3,3,2,3,3,7,3,2,2,3,10,2,2,2,1,1,0,0,1,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.1323,1.1267,1.1026
"male",68,"uk",6,0,1,8,3,4,3,1,2,3,2,2,9,6,6,4,3,30,5,4,5,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.0528,1.0514,1.0156
"male",40,"spain",2,1,1,5,3,3,3,3,3,5,5,4,6,1,1,1,1,6,2,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8715,0.8663,0.8607
"female",66,"hungary",4,0,2,5,2,2,2,2,2,5,NA,NA,NA,1,1,1,1,10,3,2,2,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.2259,1.221,1.177
"male",48,"hungary",3,1,1,10,2,2,4,2,1,0,0,0,10,7,7,4,1,10,1,2,2,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9507,0.9597,0.9501
"female",53,"hungary",6,1,2,9,3,3,4,3,3,3,0,0,8,1,5,1,1,10,4,5,5,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.1042,1.0959,1.0708
"male",47,"hungary",5,1,1,1,5,5,5,5,5,10,10,7,5,1,3,5,6,65,1,3,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0419,1.0451,1.0389
"female",69,"hungary",4,0,1,3,3,4,4,4,4,5,5,5,5,4,4,4,4,5,3,2,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.2259,1.221,1.177
"male",50,"romania",1,1,4,5,4,4,4,4,4,5,3,4,5,2,3,3,2,5,2,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.691,0.6904,0.6857
"male",42,"hungary",4,1,1,7,1,3,5,1,1,0,0,NA,10,7,1,3,2,10,3,4,4,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.8671,0.8714,0.8728
"female",38,"hungary",5,1,1,5,3,4,4,3,3,8,6,6,5,2,4,5,4,20,2,2,2,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9071,0.9092,0.9382
"female",65,"hungary",2,0,5,0,3,4,5,3,4,0,NA,5,7,1,1,1,1,5,1,4,1,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.2259,1.221,1.177
"female",34,"hungary",6,1,1,2,5,5,5,5,5,9,8,8,7,1,1,6,6,1,1,2,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9071,0.9092,0.9382
"female",42,"spain",5,0,1,8,3,4,4,3,4,6,5,0,8,2,5,1,4,40,1,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.8101,0.8036,0.7753
"female",38,"hungary",5,1,1,5,2,5,5,3,5,4,5,10,8,5,5,2,3,15,3,1,2,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1185,1.1157,1.1572
"female",31,"hungary",6,0,1,5,2,2,3,2,3,5,3,4,8,4,1,1,2,10,3,3,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9071,0.9092,0.9382
"female",31,"hungary",4,0,1,10,2,4,5,5,5,5,5,NA,8,1,6,1,1,1,3,3,3,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.1185,1.1157,1.1572
"female",30,"hungary",7,1,5,5,4,4,4,4,4,7,5,8,5,4,4,1,4,8,2,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9071,0.9092,0.9382
"male",24,"hungary",6,0,3,6,5,4,5,4,4,7,5,5,5,1,3,1,5,5,1,1,1,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8069,0.8143,0.8746
"male",35,"hungary",7,1,1,3,4,4,4,4,4,7,7,6,3,1,2,5,5,10,1,1,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8638,0.8704,0.923
"male",68,"hungary",7,0,1,3,2,3,4,3,3,5,3,3,6,2,3,2,2,8,2,3,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,1.4395,1.4345,1.4281
"female",71,"germany",2,NA,2,5,1,1,2,4,5,0,0,0,10,2,7,1,1,80,5,5,5,1,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.952,0.9467,0.9151
"female",24,"hungary",5,1,1,NA,3,4,3,4,3,5,2,2,8,5,5,2,3,13,1,2,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0449,1.0438,1.0965
"female",66,"hungary",3,0,NA,4,2,2,1,3,2,3,3,4,7,4,5,4,4,30,4,2,3,1,1,0,0,1,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.2259,1.221,1.177
"female",23,"hungary",4,1,1,5,2,1,4,2,3,3,1,3,1,4,4,1,1,30,3,3,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.018,1.0186,1.0576
"male",64,"hungary",7,0,1,2,4,4,4,4,4,6,5,5,5,1,1,5,5,1,2,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.7004,0.7026,0.685
"female",61,"hungary",3,0,1,5,2,3,4,3,3,0,2,0,10,3,3,1,1,1,3,2,2,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8061,0.7993,0.7613
"female",52,"hungary",4,1,1,8,2,2,2,3,2,2,2,1,10,4,7,4,2,1,2,4,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.094,1.09,1.0554
"female",63,"hungary",3,0,1,7,4,4,3,2,3,0,5,5,10,4,7,1,2,30,2,1,1,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9415,0.9352,0.8899
"male",54,"hungary",2,1,1,5,4,4,3,3,2,2,NA,7,6,3,6,1,3,3,4,3,4,1,0,0,1,1,1,1,1,1,4,0.333333333333333,1,NA,NA,NA,NA,2,0.8671,0.8714,0.8728
"female",22,"poland",6,1,2,5,3,2,2,5,4,7,2,5,8,5,6,3,NA,30,2,2,2,1,0,0,1,0,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0399,1.0535,1.1097
"male",63,"hungary",3,0,2,3,4,5,4,4,4,8,9,4,6,1,2,3,5,4,1,2,3,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.7004,0.7026,0.685
"male",66,"hungary",6,0,3,5,3,2,5,3,5,4,5,0,10,6,3,1,1,2,5,1,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.1674,1.1689,1.1579
"female",43,"hungary",7,1,2,8,3,3,3,3,3,5,3,5,7,1,2,1,1,2,4,2,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9106,0.9102,0.8872
"female",27,"germany",4,1,1,6,1,2,3,1,1,0,0,0,10,6,7,1,1,10,3,5,5,1,1,0,1,1,0,1,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9363,0.9451,0.9595
"male",56,"hungary",3,1,2,3,4,2,3,4,4,7,6,5,5,3,4,4,4,30,2,5,5,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8966,0.8953,0.8755
"male",51,"hungary",2,1,5,7,3,1,3,4,3,2,2,2,10,6,7,1,1,10,2,4,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.8671,0.8714,0.8728
"female",23,"hungary",3,1,1,5,2,4,4,4,4,4,5,7,7,6,5,2,2,30,4,4,2,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.8474,0.8505,0.889
"male",29,"hungary",7,0,1,5,1,3,3,1,2,1,0,1,8,1,1,1,1,5,5,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.2122,1.2216,1.2842
"male",53,"spain",1,0,5,10,2,1,3,2,1,0,0,0,10,5,7,1,1,40,5,5,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9261,0.9203,0.9213
"female",59,"hungary",2,1,1,5,2,3,4,3,2,5,5,2,10,1,1,4,4,30,1,1,1,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.7355,0.7339,0.6963
"male",71,"uk",2,0,3,10,1,1,1,1,1,5,5,0,10,7,7,5,1,50,5,5,5,1,1,0,1,0,1,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0763,1.0686,1.0479
"female",59,"hungary",2,1,2,2,3,3,4,3,4,6,5,5,7,NA,NA,NA,NA,30,1,NA,NA,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.8061,0.7993,0.7613
"male",49,"hungary",2,1,1,5,3,3,3,3,3,5,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,1,NA,2,0.8671,0.8714,0.8728
"female",52,"uk",3,1,1,NA,NA,1,1,1,1,1,1,0,10,7,5,1,1,80,3,NA,NA,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9192,0.9175,0.9001
"female",38,"uk",3,1,1,7,2,2,4,2,1,1,1,2,8,5,4,2,2,35,4,4,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9699,0.9681,1.0097
"female",52,"poland",3,1,2,7,5,4,4,4,5,8,6,8,2,1,1,7,7,15,1,4,5,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0903,1.0866,1.061
"female",19,"sweden",3,1,NA,5,4,4,5,3,5,6,6,5,5,1,4,5,6,50,NA,3,4,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0194,1.0219,1.1383
"male",66,"uk",3,0,1,5,3,3,3,3,3,0,0,0,5,6,5,2,2,12,4,4,4,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0067,0.9985,0.9793
"female",58,"spain",4,0,1,5,3,3,3,3,3,5,5,5,5,4,5,4,4,30,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9456,0.9353,0.9079
"male",40,"poland",2,1,2,5,3,3,3,3,3,5,5,5,5,1,1,1,1,50,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9233,0.9187,0.9215
"male",53,"uk",3,1,1,6,3,3,3,3,3,5,6,6,6,NA,NA,NA,NA,10,NA,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,1,NA,2,0.9543,0.9548,0.9252
"male",27,"sweden",3,1,NA,5,3,4,5,3,3,3,5,2,7,5,5,3,4,8,3,NA,NA,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.9354,0.9553,1.0257
"female",20,"sweden",4,1,NA,NA,4,4,4,4,4,8,5,7,8,4,6,3,5,70,3,3,3,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.0856,1.0806,1.1644
"female",24,"poland",7,1,1,5,1,4,5,3,5,3,7,2,3,7,7,3,6,20,4,2,2,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0427,1.0548,1.1097
"male",74,"uk",0,0,1,5,1,1,1,2,2,3,1,1,7,4,4,2,2,70,4,5,4,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0763,1.0686,1.0479
