"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"female",48,"poland",6,1,2,5,4,3,3,4,4,4,5,5,6,5,6,4,5,10,2,3,3,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"male",49,"germany",3,1,1,5,3,2,4,2,3,5,5,0,10,5,4,1,2,3,5,5,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",51,"germany",3,1,NA,1,4,4,4,4,3,7,6,3,7,3,5,4,4,30,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",19,"germany",4,1,NA,5,5,3,3,3,3,5,5,0,5,4,4,4,4,50,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",55,"uk",5,1,7,3,3,3,3,3,3,5,5,5,5,NA,NA,NA,NA,2,3,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"female",33,"germany",2,1,NA,4,3,3,4,3,3,5,5,4,5,4,4,4,4,58,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",19,"uk",3,0,NA,5,3,3,3,3,3,5,5,5,5,4,4,4,4,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",63,"poland",3,0,NA,8,4,4,4,4,4,NA,8,NA,5,2,2,NA,3,0,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",65,"uk",3,0,3,6,3,4,4,3,2,5,6,5,8,4,4,3,4,4,4,4,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",25,"uk",6,1,1,2,2,3,3,2,1,5,6,4,5,4,4,4,4,40,3,4,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"male",81,"sweden",3,0,NA,8,3,4,4,4,4,7,5,5,5,2,2,NA,4,25,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",40,"sweden",3,1,NA,0,3,3,3,3,3,0,0,0,10,7,7,1,1,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",75,"germany",2,1,NA,5,3,3,3,3,3,5,5,1,8,4,7,6,4,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",52,"uk",7,1,NA,4,5,5,5,5,4,9,8,8,5,1,1,5,5,15,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",71,"poland",4,0,NA,8,3,3,4,3,3,5,5,5,5,4,4,4,4,99,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",53,"sweden",5,1,NA,7,5,5,5,5,5,5,5,3,5,1,1,5,6,16,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",56,"romania",6,1,NA,5,3,3,3,3,3,10,5,5,5,2,4,4,3,4,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",81,"uk",5,0,NA,5,3,4,4,3,2,7,6,4,7,1,1,5,4,8,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",46,"sweden",5,1,NA,3,5,4,4,4,4,7,5,5,5,4,4,6,5,25,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",25,"sweden",5,0,NA,1,4,4,4,4,3,10,10,10,3,4,1,1,1,1,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",57,"uk",3,1,NA,5,3,3,3,3,2,6,2,0,8,5,6,2,3,60,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",35,"germany",2,1,1,5,3,3,3,2,4,4,5,5,3,4,7,4,4,30,3,3,2,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1,1,1
"female",49,"germany",2,1,1,5,3,3,3,3,3,4,4,4,6,NA,5,2,3,8,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",64,"poland",3,1,2,9,4,3,4,3,4,4,1,3,10,5,6,4,5,20,4,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1
"female",32,"germany",2,0,NA,5,3,3,3,3,3,5,NA,4,8,4,5,3,4,15,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",72,"sweden",2,0,NA,4,4,4,3,4,3,6,6,4,7,4,4,4,4,80,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",49,"sweden",2,1,NA,5,3,4,3,3,4,4,4,2,8,5,7,1,3,25,3,3,3,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"female",47,"uk",2,0,NA,3,4,4,4,2,4,10,5,8,7,5,5,4,6,40,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",63,"uk",2,1,1,10,3,5,3,3,1,0,5,7,10,7,7,2,1,30,5,5,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1,1,1
"male",53,"uk",2,1,NA,7,1,3,3,1,1,2,2,0,9,6,5,1,1,40,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"germany",2,0,NA,9,1,3,1,2,1,0,0,0,10,7,7,1,1,25,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",71,"sweden",4,0,NA,8,3,3,3,2,2,1,4,0,10,6,7,1,2,25,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",75,"sweden",5,0,NA,5,3,4,4,4,4,5,6,NA,7,3,5,5,4,30,3,3,4,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"female",56,"romania",3,1,NA,5,4,4,4,4,4,NA,NA,5,NA,1,1,1,5,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",46,"hungary",7,1,NA,6,4,4,4,4,4,6,6,5,6,3,2,5,4,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",19,"hungary",3,1,NA,5,2,2,3,3,4,5,7,5,4,5,5,3,4,20,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,1,1,1
"female",29,"hungary",3,1,1,5,3,3,3,3,3,3,2,NA,4,4,3,4,4,20,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1,1,1
"male",38,"hungary",6,1,NA,5,4,3,3,3,2,8,6,7,3,4,4,4,4,6,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",20,"hungary",2,1,NA,5,2,3,3,2,3,5,5,5,5,4,4,5,5,5,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",43,"hungary",3,1,1,5,3,3,3,3,3,5,5,5,6,3,2,4,3,4,1,3,3,1,0,1,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"male",30,"germany",7,1,2,7,2,3,3,3,3,7,6,8,10,5,7,6,5,10,4,2,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",58,"uk",3,0,NA,5,5,5,2,5,2,0,5,5,5,7,7,7,7,25,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"germany",3,1,1,7,3,3,4,3,3,6,6,6,6,4,4,6,4,15,2,1,1,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1,1,1
"female",68,"uk",2,0,NA,10,5,2,3,3,3,5,5,8,5,6,5,6,1,50,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",56,"sweden",3,1,NA,10,5,5,4,5,4,5,7,6,5,4,4,4,4,10,4,3,3,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"male",69,"poland",3,0,NA,2,4,3,3,3,4,10,2,5,4,1,1,1,1,1,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",65,"poland",7,1,NA,5,3,3,3,3,3,0,0,0,10,7,7,7,7,5,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",23,"uk",2,0,NA,6,4,3,3,3,3,3,4,6,6,5,5,5,5,25,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",57,"spain",7,1,NA,4,3,3,3,3,3,6,5,1,3,4,4,3,5,15,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",41,"poland",3,1,NA,5,3,3,3,3,3,5,5,5,5,4,5,4,3,20,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",37,"sweden",1,1,NA,7,3,3,3,3,4,5,1,5,8,4,3,6,5,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,NA,NA,NA,1,1,1
"male",23,"poland",2,0,NA,10,3,4,3,3,3,4,5,4,5,5,7,5,4,4,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",43,"spain",4,1,NA,5,2,1,3,2,2,0,4,0,10,4,6,3,2,60,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",38,"uk",3,1,NA,5,3,3,3,3,3,5,5,5,5,3,5,6,4,50,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",43,"germany",2,1,NA,1,3,3,3,3,3,7,4,4,5,4,4,4,4,50,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"female",22,"sweden",2,1,NA,3,3,4,4,3,2,3,5,6,7,5,4,4,5,8,NA,5,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",19,"poland",3,0,NA,5,3,3,3,3,3,7,7,7,7,1,1,1,1,26,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",60,"romania",3,1,NA,5,3,3,3,4,2,6,6,7,5,4,3,5,5,5,NA,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",29,"spain",4,1,NA,5,2,4,4,3,4,5,8,5,5,1,1,4,2,30,NA,4,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",38,"sweden",2,1,NA,2,3,3,3,2,4,5,2,7,4,2,2,5,5,33,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",58,"germany",2,0,NA,1,3,4,4,4,4,4,4,1,7,1,2,2,4,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",60,"sweden",3,1,NA,5,3,3,3,3,3,5,5,1,5,4,1,1,3,3,3,2,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1,1,1
"male",30,"uk",3,1,NA,2,4,5,5,4,4,6,5,3,7,4,4,5,5,10,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",27,"uk",2,1,NA,7,3,3,3,3,2,0,0,0,0,4,4,3,4,80,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",69,"germany",2,0,NA,5,5,5,4,5,4,5,5,5,6,4,4,4,4,50,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",23,"germany",4,1,NA,0,5,5,5,5,5,5,5,5,10,NA,NA,NA,NA,20,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",33,"spain",6,1,2,3,3,3,3,3,3,5,5,5,5,4,4,4,4,40,3,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1,1,1
"male",28,"poland",6,1,2,5,3,3,3,3,3,5,5,7,5,4,4,4,4,50,4,2,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,1,NA,NA,2,1,1,1
"female",69,"germany",3,0,NA,5,4,4,4,4,4,5,5,5,6,4,4,4,4,16,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"uk",5,1,NA,5,4,4,4,4,4,5,5,5,5,5,5,5,5,15,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",18,"romania",3,1,NA,5,2,4,2,4,4,5,NA,5,6,4,3,5,4,18,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",32,"uk",2,0,NA,3,4,2,3,4,3,7,2,2,10,3,4,3,3,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",67,"germany",2,1,2,4,4,4,4,4,4,5,5,2,7,4,5,4,4,23,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",39,"germany",3,1,NA,5,4,3,3,3,3,5,4,4,7,2,3,3,3,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",39,"sweden",5,1,NA,6,5,5,2,4,4,7,10,7,5,5,4,5,4,10,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"uk",6,1,1,5,3,3,3,3,3,5,5,5,5,4,4,4,4,1,3,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",19,"romania",3,0,NA,5,3,3,3,3,3,5,5,5,5,3,4,5,4,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",74,"sweden",2,0,NA,5,3,3,3,3,3,3,5,3,9,5,5,5,5,65,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",61,"hungary",2,0,NA,5,3,3,2,2,3,5,0,2,10,7,7,7,7,0,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",48,"germany",2,1,NA,5,3,3,3,3,3,10,5,4,10,4,4,4,4,45,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",34,"germany",2,1,NA,5,3,3,3,3,3,5,5,3,6,4,4,3,3,20,NA,2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",61,"germany",2,0,1,5,3,3,3,3,3,7,5,4,6,2,2,4,4,30,3,3,3,1,0,0,1,1,1,1,1,1,4,0.333333333333333,1,NA,NA,NA,NA,2,1,1,1
"male",46,"uk",3,1,NA,NA,3,3,3,3,3,5,5,3,8,4,5,4,3,25,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",41,"germany",6,0,NA,7,3,3,3,3,3,7,7,7,7,5,5,5,5,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",27,"romania",7,0,NA,4,2,3,4,3,3,7,7,5,3,3,3,3,1,20,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",22,"romania",6,1,NA,7,3,3,4,4,4,6,7,7,9,4,4,5,5,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"spain",4,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,30,1,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",37,"sweden",4,1,NA,3,2,3,4,2,1,2,2,0,10,7,7,1,2,40,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",46,"uk",3,1,1,5,3,3,3,3,3,4,3,3,5,7,6,2,3,30,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",32,"spain",7,1,NA,10,2,3,3,2,3,0,0,0,10,4,6,1,1,1,NA,2,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",23,"sweden",1,1,NA,6,4,3,3,3,2,3,1,6,4,6,4,4,3,32,2,3,3,1,0,1,0,0,0,1,0,2,1,0.666666666666667,0.25,NA,1,NA,NA,3,1,1,1
"female",35,"uk",4,1,NA,3,4,4,3,4,4,6,2,6,7,4,3,3,4,10,NA,4,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",20,"germany",3,0,NA,NA,5,4,5,3,3,8,8,NA,NA,1,2,1,2,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",52,"hungary",3,1,1,5,4,4,4,4,4,5,5,5,5,5,5,3,3,15,2,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",52,"hungary",6,1,1,2,5,5,5,5,5,10,10,10,0,1,1,7,7,1,1,1,1,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1,1,1
"female",31,"hungary",6,1,NA,5,3,4,4,3,3,7,6,6,4,3,2,2,4,20,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"hungary",5,1,1,5,1,2,2,2,3,2,9,2,3,5,7,1,2,3,2,3,3,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1,1,1
"female",41,"hungary",3,1,NA,6,3,3,3,3,3,9,9,9,2,3,3,3,3,40,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",75,"hungary",3,1,NA,3,2,3,2,2,2,2,0,0,10,1,1,1,1,54,NA,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",22,"hungary",2,0,NA,3,3,3,3,3,3,5,5,5,5,4,4,4,4,60,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",30,"hungary",3,1,NA,6,3,4,4,3,3,5,5,5,5,3,3,3,3,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",41,"hungary",3,1,NA,5,4,4,3,3,3,8,6,7,8,4,6,3,2,60,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"hungary",3,0,1,5,3,3,4,3,3,5,5,5,6,5,6,5,5,70,2,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"male",48,"hungary",2,1,NA,6,5,3,4,5,3,6,4,5,8,4,5,5,5,21,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",67,"hungary",6,0,2,6,4,4,3,4,4,5,5,5,8,3,5,3,3,25,1,4,3,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1,1,1
"female",20,"hungary",2,1,NA,3,3,2,3,3,2,3,4,3,5,4,5,4,3,10,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,NA,NA,NA,1,1,1
"male",42,"hungary",3,1,1,6,4,4,5,5,3,8,7,6,7,1,2,5,6,0,3,3,3,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1,1,1
"female",38,"hungary",6,1,NA,5,3,4,4,3,3,5,5,5,5,2,4,4,3,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",25,"hungary",2,1,NA,5,1,2,3,3,3,0,0,0,10,3,3,1,1,35,NA,5,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",42,"hungary",7,1,NA,5,2,4,4,4,4,6,3,5,5,4,5,3,4,5,NA,3,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",33,"hungary",3,0,NA,5,1,3,3,3,1,4,0,2,3,2,1,1,2,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",58,"hungary",3,0,NA,4,NA,NA,NA,NA,NA,0,0,0,2,7,7,5,4,30,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",66,"hungary",4,0,3,9,2,2,2,3,3,6,5,5,5,5,6,1,1,20,1,3,3,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1,1,1
"female",53,"hungary",3,1,NA,9,3,2,2,3,3,0,0,0,10,1,4,1,1,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",65,"uk",2,0,66,5,3,5,4,3,4,10,10,6,10,1,1,7,1,60,3,3,4,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1,1,1
"female",22,"uk",3,1,NA,0,5,5,5,5,5,10,10,10,0,1,1,7,7,12,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"male",60,"poland",3,1,NA,5,2,3,3,2,4,7,7,8,5,1,1,5,7,10,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",37,"poland",6,1,NA,5,3,3,3,3,3,5,10,5,5,5,5,5,5,5,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
"female",60,"germany",5,1,NA,5,5,5,5,5,5,10,6,3,10,1,7,1,4,1,NA,3,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
