"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","eu_nat_identity","free_move_protect_jobs","free_move_protect_services","part_in_W2","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schengen","mig_know_asylum","mig_know_syrians","gen_know_sum","mig_know_sum","gen_know_prop","mig_know_prop","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2","education_binary","gen_imm_sum"
"female",43,"romania",3,0,4,5,3,4,3,3,3,NA,0,NA,0,1,7,NA,1,40,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.2031,1.1964,1.1955,0,16
"male",38,"poland",4,1,2,4,4,3,4,4,3,8,8,8,10,3,4,4,5,10,2,3,3,1,1,0,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0018,1.0092,1.0542,0,18
"female",48,"hungary",2,1,1,8,1,4,4,4,3,5,2,0,10,7,7,1,1,10,3,3,3,1,0,0,0,0,1,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.0941,1.0917,1.056,0,16
"male",37,"spain",6,1,1,2,3,4,4,3,4,6,5,5,5,4,4,4,4,20,3,3,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.027,1.0242,1.0972,1,18
"female",47,"uk",4,1,2,5,3,4,3,3,3,5,6,3,6,4,4,3,4,20,5,3,4,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.954,0.9627,0.9569,0,16
"male",49,"hungary",4,1,2,7,2,2,2,2,2,5,5,5,10,1,5,1,1,1,5,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9507,0.9597,0.9501,0,10
"male",35,"germany",7,1,1,5,4,4,4,4,4,6,6,0,6,2,3,6,5,30,5,3,5,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9723,0.9786,1.0238,1,20
"male",33,"poland",7,1,2,4,4,4,4,4,4,5,7,6,6,2,3,2,3,1,2,4,4,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9408,0.9534,1.0225,1,20
"male",28,"sweden",6,1,NA,7,1,3,3,1,3,1,3,0,10,4,5,3,5,15,3,4,3,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,1.0136,1.0418,1.1615,1,11
"male",53,"sweden",6,1,NA,10,3,4,3,3,4,5,NA,3,10,5,5,2,1,10,5,5,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,1.0983,1.0964,1.0698,1,17
"male",43,"spain",6,1,2,7,3,4,4,3,3,5,5,4,4,2,3,2,3,45,3,4,4,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0787,1.0795,1.0732,1,17
"female",67,"uk",3,0,6,7,3,3,3,3,4,4,2,4,7,4,5,2,4,18,5,5,5,1,1,1,1,0,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.864,0.8636,0.8103,0,16
"female",48,"germany",2,1,3,7,3,2,3,4,2,9,7,7,8,5,3,6,5,10,1,4,2,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9755,0.9724,0.96,0,14
"male",42,"spain",6,1,1,7,4,3,3,3,3,8,6,7,7,4,5,4,4,15,4,4,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,1,NA,NA,2,1.046,1.0387,1,1,16
"male",37,"spain",5,1,1,5,2,2,4,2,3,1,1,1,2,6,3,2,4,10,4,5,4,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9092,0.9075,0.9389,0,13
"male",27,"hungary",3,0,2,10,3,3,3,3,3,3,3,4,6,5,5,3,3,20,3,3,3,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,0.8638,0.8704,0.923,0,15
"male",19,"germany",3,0,3,4,5,4,4,5,4,7,5,2,8,3,3,3,4,10,3,2,2,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.1377,1.1403,1.2073,0,22
"female",62,"romania",3,0,66,9,5,4,5,2,5,8,5,NA,6,1,4,1,5,95,3,3,NA,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.5462,0.5424,0.5208,0,21
"male",51,"germany",3,0,1,10,2,2,3,3,2,5,3,0,10,7,6,1,1,20,4,5,5,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9791,0.9779,0.9718,0,12
"female",51,"poland",7,1,NA,9,3,3,4,4,4,5,2,2,7,4,6,4,4,5,4,4,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.0639,1.0604,1.0375,1,18
"male",50,"sweden",4,1,NA,5,3,4,4,3,4,0,3,0,10,4,3,1,2,35,4,3,3,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1066,1.1015,1.0981,0,18
"female",59,"poland",7,1,1,5,3,4,5,5,5,5,10,8,5,1,5,NA,6,0,1,4,2,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.7557,0.7502,0.7214,1,22
"male",59,"uk",3,0,2,7,3,4,3,3,2,7,5,3,7,4,4,4,5,15,4,4,4,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9565,0.9485,0.9342,0,15
"male",69,"poland",3,1,1,4,4,4,4,3,4,2,6,5,4,3,4,3,5,10,5,3,3,1,1,1,1,0,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.1565,1.151,1.1088,0,19
"female",58,"germany",7,1,NA,5,3,3,3,3,3,5,4,4,5,6,4,5,5,70,2,4,4,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9239,0.9234,0.9006,1,15
"male",59,"sweden",3,1,NA,7,3,4,3,2,4,0,5,1,10,4,6,3,3,7,4,4,5,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9255,0.9182,0.8786,0,16
"female",51,"sweden",6,1,NA,10,3,5,5,2,1,0,3,0,10,7,4,1,1,15,5,3,5,1,0,1,1,0,1,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9091,0.8964,0.8709,1,16
"female",75,"uk",3,0,1,8,2,4,4,3,3,4,1,1,5,2,1,2,3,30,4,4,4,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.9573,0.9584,0.9111,0,16
"male",44,"romania",3,1,2,7,2,2,2,2,2,7,2,3,4,2,4,2,2,0,1,3,3,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,0.691,0.6904,0.6857,0,10
"female",65,"poland",7,0,2,0,2,3,4,2,4,1,2,2,0,3,6,1,5,15,1,2,2,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.3621,1.3596,1.2766,1,15
"male",72,"sweden",5,0,NA,4,3,4,3,4,4,7,6,6,5,1,2,2,2,5,4,3,4,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.945,0.9397,0.9191,0,18
"female",32,"spain",5,1,2,5,4,4,4,4,3,5,7,4,8,4,4,5,5,20,3,3,2,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.9561,0.9696,0.9701,0,19
"female",33,"spain",6,1,2,7,3,3,3,3,3,6,6,3,5,4,5,4,4,40,2,3,3,1,0,0,0,1,1,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.7953,0.7924,0.7901,1,15
"male",42,"hungary",2,1,2,6,3,4,3,2,3,5,5,5,7,4,5,3,3,10,2,3,3,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,1,NA,NA,2,0.8671,0.8714,1,0,15
"female",69,"germany",2,NA,2,5,4,5,4,4,5,8,NA,4,7,1,4,5,3,40,2,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9852,0.9849,0.9586,0,22
"male",41,"germany",3,1,1,3,4,4,4,4,3,5,5,3,7,4,4,2,3,10,4,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9583,0.9607,0.9386,0,19
"female",48,"spain",4,0,2,6,1,4,4,1,3,4,2,2,4,4,3,4,5,45,1,4,4,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.914,0.911,0.8985,0,13
"male",43,"spain",7,1,1,3,4,4,4,4,4,8,2,5,5,1,1,1,4,15,4,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9368,0.9309,0.9451,1,20
"female",73,"uk",2,0,3,5,3,5,4,4,4,7,5,5,7,3,3,4,4,45,3,4,4,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9787,0.9741,0.9401,0,20
"male",54,"germany",6,1,2,7,3,4,4,3,2,8,6,3,9,4,5,2,2,10,3,3,3,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,0.9868,0.9821,0.9725,1,16
"female",36,"spain",6,1,2,6,3,3,3,3,3,6,5,3,3,4,4,4,4,25,1,4,3,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.934,0.9305,0.9502,1,15
"male",46,"sweden",1,1,NA,4,4,2,3,3,2,2,2,4,2,2,3,2,2,5,2,4,3,1,0,0,0,0,0,1,0,1,1,0.333333333333333,0.25,NA,1,NA,NA,2,1.0123,1.0093,1,0,14
"female",41,"spain",5,0,2,2,4,3,4,4,4,6,6,6,5,4,5,3,4,20,3,3,3,1,1,0,1,1,1,1,1,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.2421,1.2441,1.2274,0,19
"male",28,"hungary",2,1,1,5,2,3,4,2,4,0,0,0,10,5,5,5,5,30,4,2,2,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.2122,1.2216,1.2842,0,15
"male",33,"poland",2,0,1,5,4,3,4,4,4,7,7,5,5,2,5,3,6,1,3,2,4,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.9045,0.9093,0.956,0,19
"male",67,"germany",4,0,3,4,3,4,4,2,2,4,5,5,10,4,3,2,2,12,4,2,4,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9676,0.963,0.9431,0,15
"male",45,"germany",4,1,3,6,3,4,4,3,4,4,4,2,10,7,6,1,2,20,2,2,2,1,1,1,1,0,1,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.263,1.2573,1.2308,0,18
"female",63,"spain",5,1,2,7,4,3,4,5,3,5,3,2,7,3,3,4,3,23,2,4,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.9456,0.9353,0.9079,0,19
"female",30,"germany",7,0,1,7,2,2,4,2,2,6,4,2,8,5,7,2,2,40,2,2,2,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.2341,1.2368,1.2581,1,12
"male",50,"poland",7,1,1,8,3,4,4,3,3,6,5,6,5,4,4,4,4,5,3,2,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9233,0.9187,0.9215,1,17
"male",62,"poland",6,1,1,5,2,5,4,2,4,8,7,7,3,2,2,2,2,1,3,2,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.6558,0.6499,0.6408,1,17
"male",38,"uk",2,1,1,6,3,3,3,3,3,6,5,5,6,4,4,4,3,50,2,3,2,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.0584,1.0652,1.1295,0,15
"female",67,"poland",3,0,2,10,3,3,3,4,4,7,1,8,5,7,7,2,7,50,5,NA,NA,1,0,1,1,1,0,0,1,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.2889,1.2965,1.2231,0,17
"male",53,"germany",6,1,NA,5,3,3,2,3,3,5,0,0,10,1,4,1,2,10,5,2,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9921,0.9919,0.9837,1,14
"male",27,"poland",6,1,2,5,4,3,4,4,NA,5,7,5,5,2,3,4,2,5,2,3,2,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9288,0.929,0.9889,1,NA
"female",37,"spain",5,1,2,5,4,2,3,4,2,5,0,4,10,5,6,4,5,60,1,4,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.8974,0.8983,0.9156,0,15
"female",70,"sweden",1,1,5,3,3,3,3,3,3,0,2,2,9,6,4,1,2,70,4,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9102,0.8953,0.8466,0,15
"female",47,"spain",5,1,2,8,4,4,4,4,3,7,6,6,7,3,3,4,3,25,3,3,4,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.0746,1.0652,1.0897,0,19
"female",62,"poland",7,0,2,5,3,3,3,3,3,4,3,3,5,4,4,5,4,30,2,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.7974,0.801,0.7685,1,15
"male",25,"hungary",4,1,2,4,2,3,2,2,2,2,5,5,6,6,4,4,5,10,3,2,2,1,0,1,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,1,NA,NA,2,0.947,0.9586,1,0,11
"female",48,"hungary",7,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,10,3,3,3,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,1.1042,1.0959,1.0708,1,10
"female",55,"poland",3,1,2,5,4,4,3,4,4,8,7,5,8,3,5,6,6,100,2,3,3,1,0,0,1,0,0,0,0,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,0.7744,0.7687,0.7377,0,19
"male",39,"romania",7,1,4,2,3,4,4,4,4,9,8,7,7,4,4,4,4,10,3,2,1,1,0,0,0,0,0,0,1,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.6799,0.6802,0.7049,1,19
"male",44,"spain",4,1,1,3,4,4,4,4,4,4,3,5,5,5,5,3,4,25,4,3,3,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9289,0.9317,0.941,0,20
"male",26,"poland",7,1,2,6,3,3,3,3,3,6,7,6,7,4,4,4,4,10,3,3,3,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.902,0.9082,0.956,1,15
"male",50,"poland",3,1,2,5,2,2,2,2,3,5,5,3,5,3,3,3,3,5,1,3,2,1,1,1,0,0,0,1,0,3,1,1,0.25,NA,1,NA,NA,2,0.9258,0.9198,1,0,11
"female",38,"poland",3,1,2,5,4,3,3,4,4,6,5,5,5,4,4,3,4,2,2,3,3,1,0,1,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.3279,1.3443,1.4092,0,18
"female",41,"spain",5,1,1,3,3,3,4,2,3,3,4,2,5,3,4,5,4,10,3,3,4,1,1,1,1,0,0,0,0,3,1,1,0.25,NA,NA,NA,NA,2,1.2421,1.2441,1.2274,0,15
"male",29,"romania",6,1,4,7,1,1,NA,1,1,10,10,0,10,4,4,4,4,1,2,2,2,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,1,NA,NA,2,0.4732,0.4737,1,1,NA
"female",23,"romania",3,1,4,4,2,3,4,4,4,4,1,1,0,3,7,1,1,5,3,2,1,1,1,1,0,0,0,1,0,3,1,1,0.25,NA,NA,NA,NA,2,0.5376,0.5343,0.5461,0,17
"male",43,"germany",4,1,1,6,3,2,4,3,2,9,3,9,10,6,1,1,4,10,3,4,4,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.9791,0.9779,0.9718,0,14
"male",39,"hungary",3,1,3,10,3,3,3,3,3,5,3,5,4,4,5,1,2,8,3,3,3,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,1.0651,1.0681,1.1384,0,15
"female",36,"hungary",3,1,1,4,3,3,3,2,3,1,2,0,10,7,6,1,1,10,3,4,3,1,1,0,1,0,0,0,1,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.9071,0.9092,0.9382,0,14
"male",51,"hungary",3,1,2,7,5,4,5,3,5,3,3,3,10,2,5,2,2,5,3,2,1,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0692,1.0693,1.0765,0,22
"male",49,"hungary",2,0,2,8,2,2,2,2,2,1,1,2,4,4,4,4,4,10,4,2,2,1,1,1,0,1,1,0,1,3,2,1,0.5,NA,NA,NA,NA,2,1.0692,1.0693,1.0765,0,10
"male",42,"poland",3,1,2,8,4,5,4,4,5,8,8,8,8,2,2,7,6,10,4,5,5,1,0,0,0,0,0,0,0,1,0,0.333333333333333,0,NA,NA,NA,NA,2,0.9506,0.9398,0.9534,0,22
"female",54,"sweden",7,1,66,9,3,4,4,NA,3,1,0,1,10,5,3,1,2,35,5,5,5,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9751,0.9616,0.9457,1,NA
"male",39,"poland",7,1,2,5,4,4,4,4,4,6,7,6,5,1,2,4,5,2,2,2,2,1,1,1,0,1,1,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.8826,0.8874,0.9349,1,20
"female",24,"spain",6,1,2,6,4,4,4,4,2,6,8,4,8,1,2,3,4,10,1,4,4,1,0,0,1,1,0,1,1,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,0.8698,0.8749,0.9028,1,18
"male",40,"spain",6,1,1,3,3,3,3,3,3,5,5,5,5,3,3,4,4,10,2,2,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.0477,1.055,1.1406,1,15
"female",57,"spain",4,0,2,6,4,4,4,4,4,6,5,5,7,1,3,4,4,5,3,3,3,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.7959,0.7874,0.736,0,20
"female",39,"spain",8,1,2,9,4,3,4,4,4,3,4,3,5,7,6,7,5,50,3,3,4,1,0,0,1,0,0,0,1,1,1,0.333333333333333,0.25,NA,NA,NA,NA,2,1.1183,1.1286,1.1594,1,19
"female",37,"germany",4,1,7,1,4,4,4,4,3,7,6,6,7,6,6,3,6,50,5,2,1,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,1,NA,NA,2,0.9768,0.985,1,0,19
"female",52,"hungary",3,0,2,5,3,3,3,3,3,5,5,5,5,1,1,1,3,10,2,3,3,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.2779,1.2774,1.2344,0,15
"male",33,"spain",6,0,1,3,4,3,5,4,3,5,5,3,7,4,5,4,4,25,2,4,4,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.9307,0.9455,0.9586,1,19
"male",21,"poland",3,0,2,7,4,4,5,4,4,6,4,6,5,2,5,3,5,10,2,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8829,0.8918,0.9639,0,21
"female",33,"germany",3,1,2,4,5,5,4,5,5,8,7,5,8,4,6,3,4,50,2,3,3,1,1,0,1,1,0,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9768,0.985,1.0175,0,24
"male",50,"romania",6,1,4,4,3,3,4,4,4,6,6,5,5,1,4,4,5,2,3,2,1,1,1,1,1,1,1,1,0,3,4,1,1,NA,NA,NA,NA,2,0.4809,0.4808,0.4768,1,18
"male",43,"romania",7,1,4,5,2,2,2,2,3,4,4,4,4,5,3,3,3,1,5,3,3,1,0,0,0,1,0,1,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.4809,0.4808,0.4768,1,11
"female",45,"poland",6,1,2,5,3,2,3,3,3,1,0,0,1,1,1,1,1,4,4,5,5,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.134,1.1393,1.1348,1,14
"male",33,"poland",3,0,1,5,3,4,5,4,4,7,5,4,5,3,4,4,3,3,3,2,3,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9045,0.9093,0.956,0,20
"male",48,"hungary",4,1,3,8,4,3,4,4,4,5,2,3,7,2,3,1,5,1,3,3,1,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.8671,0.8714,0.8728,0,19
"male",47,"hungary",3,1,5,7,1,1,1,1,1,0,0,0,10,7,7,1,1,5,5,5,4,1,1,1,1,1,0,0,1,3,2,1,0.5,NA,NA,NA,NA,2,0.8671,0.8714,0.8728,0,5
"male",38,"uk",3,1,5,10,1,1,1,1,1,0,0,0,10,7,7,1,1,20,5,5,5,1,0,0,1,1,0,0,0,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,1.0666,1.062,1.1254,0,5
"male",62,"hungary",6,1,1,4,3,4,4,3,4,6,2,3,7,3,5,3,3,2,1,2,2,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.6389,0.638,0.6293,1,18
"female",22,"sweden",2,0,NA,5,4,3,3,3,2,6,7,4,7,4,5,6,5,40,3,3,3,1,1,0,0,0,0,0,0,2,0,0.666666666666667,0,NA,NA,NA,NA,2,1.1046,1.1146,1.289,0,15
"male",60,"romania",6,0,4,4,2,3,4,3,4,5,5,5,6,1,2,2,4,2,2,3,3,1,1,1,1,1,0,1,1,3,3,1,0.75,NA,NA,NA,NA,2,0.6694,0.6687,0.6453,1,16
"female",60,"poland",4,1,2,10,3,3,5,3,5,0,0,0,0,7,7,1,4,5,1,5,5,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.8117,0.8136,0.7795,0,19
"male",39,"germany",4,1,1,3,3,3,4,1,2,4,1,3,10,5,6,1,1,25,4,3,2,1,1,0,1,0,1,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9929,1.0019,1.0487,0,13
"male",49,"spain",4,1,2,5,3,3,3,3,3,2,6,5,10,5,1,5,6,20,3,3,3,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.0477,1.055,1.1406,0,15
"female",61,"sweden",5,1,NA,2,3,4,2,1,4,0,0,0,10,7,7,1,1,16,4,5,5,1,1,0,1,1,1,1,0,2,4,0.666666666666667,1,NA,NA,NA,NA,2,1.0481,1.0365,0.9548,0,14
"male",36,"poland",7,1,2,9,1,1,2,1,2,0,0,4,10,7,7,1,1,5,3,5,4,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,NA,NA,2,0.902,0.9082,0.956,1,7
"male",33,"romania",3,1,4,8,4,4,5,3,3,8,4,7,6,4,5,3,4,5,4,4,3,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.6799,0.6802,0.7049,0,19
"male",72,"sweden",5,0,3,7,3,5,3,2,2,3,5,0,10,6,6,1,1,19,5,4,4,1,1,0,1,1,1,0,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,0.9354,0.9243,0.8814,0,15
"female",42,"poland",7,0,1,5,4,2,4,4,4,8,2,5,7,2,3,5,5,30,2,3,4,1,1,0,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,1.0873,1.0853,1.0609,1,18
"male",71,"spain",6,0,1,4,3,4,5,3,3,5,5,2,7,4,4,2,3,30,2,2,1,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.8062,0.8013,0.7907,1,18
"female",47,"poland",3,0,2,5,4,4,4,4,4,5,5,5,5,3,4,4,4,2,3,3,3,1,1,0,1,1,1,0,0,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1226,1.1324,1.1052,0,20
"male",37,"hungary",4,1,4,2,3,3,3,3,3,5,5,5,5,6,6,4,4,5,4,4,4,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,1.0377,1.0424,1.098,0,15
"male",74,"uk",6,0,1,7,1,2,1,1,2,0,0,0,10,5,5,1,1,10,5,5,5,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,1.0136,1.0065,0.9676,1,7
"male",28,"poland",7,1,2,7,2,4,3,4,4,6,6,5,5,5,5,5,5,5,2,3,3,1,1,1,1,1,1,1,1,3,4,1,1,NA,NA,NA,NA,2,0.9045,0.9093,0.956,1,17
"female",56,"germany",7,1,1,5,3,4,5,2,4,3,3,0,10,5,7,1,3,20,5,4,4,1,1,0,1,0,1,1,1,2,3,0.666666666666667,0.75,NA,NA,NA,NA,2,1.1671,1.1595,1.1135,1,18
"female",40,"hungary",3,0,1,5,3,3,3,3,3,7,7,6,6,4,4,4,4,20,4,2,2,1,1,1,1,1,1,0,0,3,3,1,0.75,NA,NA,1,NA,2,0.9983,1.0025,0.9657,0,15
"female",46,"hungary",3,0,5,8,2,3,4,3,4,5,3,5,6,5,6,5,4,4,2,4,2,1,0,0,1,1,1,0,0,1,3,0.333333333333333,0.75,NA,NA,NA,NA,2,1.094,1.09,1.0554,0,16
"female",21,"romania",3,1,4,3,2,3,4,3,4,6,6,5,5,3,2,2,2,5,2,3,3,1,1,0,1,1,0,0,0,2,2,0.666666666666667,0.5,NA,NA,NA,NA,2,0.5376,0.5343,0.5461,0,16
"male",30,"poland",7,1,2,5,5,3,5,4,4,7,6,5,4,2,3,5,5,2,1,4,4,1,1,1,1,1,0,1,0,3,3,1,0.75,NA,NA,NA,NA,2,0.9045,0.9093,0.956,1,21
"female",36,"hungary",3,1,1,2,1,3,5,2,3,7,0,5,5,1,5,1,4,5,2,1,1,1,1,1,1,1,1,0,1,3,3,1,0.75,NA,NA,NA,NA,2,0.9945,1.0013,1.0213,0,14
"male",43,"romania",2,1,66,1,3,5,5,4,4,5,7,10,2,4,4,5,5,5,4,3,2,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,0.8671,0.8714,0.8728,0,21
"female",54,"hungary",2,1,1,5,2,2,4,2,2,2,1,0,10,6,5,1,2,10,5,3,3,1,1,1,1,1,0,0,0,3,2,1,0.5,NA,NA,NA,NA,2,1.1228,1.117,1.0943,0,12
"female",60,"uk",3,1,3,5,1,1,1,1,1,0,0,8,10,7,7,1,1,50,3,5,5,1,0,0,1,1,0,0,1,1,2,0.333333333333333,0.5,NA,NA,NA,NA,2,0.8573,0.8569,0.8056,0,5
"female",56,"poland",7,0,2,5,4,4,4,4,4,5,5,5,5,1,4,7,7,20,2,3,3,1,0,1,1,0,0,0,0,2,1,0.666666666666667,0.25,NA,NA,NA,NA,2,0.7952,0.7854,0.7632,1,20
