"vote20jb","apppres5","taxecon","billtax","trade2","trade4","richpoor2","immignum","refugees","dreamer","wall5","pathway","famsep","freecol","diversity5","gw1","gw2","prek","science","rr2","age","gender","educ","marstat","race","employ","faminc_new","ideology","party_id","vote16post","religpew","region","compl_data$weight","ability"
"2","0","7","2","5","4","1","3","1","2","0","1","5","1","1","1","1","2","1","3",81,"0","some_college","widowed","white","retired","9","moderate","democrat","clinton","christian","west",0.994619280227256,0.49232750386146
"1","1","1","6","1","1","5","2","3","2","1","3","2","4","0","3","3","1","2","3",74,"1","two_yr_college","married","white","retired","6","very conservative","republican","trump","no_rel","south",0.83972997938151,0.0384082087705089
"3","0","4","1","4","2","2","4","1","2","0","1","5","1","1","1","1","1","4","2",75,"0","some_college","married","white","full_time","6","moderate","democrat","other","christian","west",0.558394742961811,0.49232750386146
"1","0","1","7","2","2","5","7","3","2","1","4","2","7","0","3","4","6","3","3",76,"1","four_yr_college","separated","white","retired","3","very conservative","republican","trump","christian","midwest",0.947312929381105,-0.105261721136385
"1","1","2","6","2","1","4","3","5","2","1","2","3","7","1","2","2","7","4","4",80,"1","post_grad","married","white","retired","9","conservative","republican","trump","christian","northeast",0.780822076219216,0.829275858480006
"2","0","7","7","3","1","1","4","2","2","0","1","5","7","1","1","1","2","5","4",72,"1","post_grad","married","white","retired","8","moderate","democrat","clinton","no_rel","south",0.826789085004023,0.829275858480006
"2","0","6","3","4","2","4","2","1","2","0","1","5","2","1","1","1","1","5","1",71,"0","post_grad","divorced","white","retired","11","very_liberal","democrat","clinton","no_rel","west",1.12291843396482,0.49232750386146
"2","0","6","3","4","2","1","2","1","2","0","1","5","3","1","1","1","2","4","1",70,"1","four_yr_college","married","white","part_time","9","moderate","democrat","clinton","christian","northeast",0.957778950539609,0.829275858480006
"1","1","1","7","1","1","5","7","7","1","1","5","2","7","1","5","5","6","4","5",50,"1","high_school","civil","mixed","full_time","7","moderate","republican","trump","no_rel","west",0.748642081670374,0.185616560394241
"2","0","6","1","3","2","2","3","2","2","0","1","5","4","1","1","1","2","5","1",68,"1","post_grad","married","white","part_time","9","very_liberal","democrat","clinton","christian","northeast",0.913649178546107,0.49232750386146
"1","1","2","7","2","1","5","4","2","2","1","2","1","7","1","3","3","7","2","5",47,"0","two_yr_college","married","white","full_time","7","conservative","republican","trump","christian","northeast",0.974344252044446,-0.180194977787794
"2","0","4","4","4","3","3","4","4","2","0","4","5","4","1","5","5","1","3","3",45,"0","post_grad","married","hispanic","disabled","13","moderate","independent","other","christian","midwest",0.655927802525155,-0.496169414435352
"3","0","6","3","3","1","4","4","1","2","0","1","5","5","1","1","1","2","5","3",66,"1","post_grad","married","white","part_time","10","moderate","independent","trump","christian","west",0.954287062836208,0.829275858480006
"1","1","5","4","5","4","5","4","4","2","1","5","1","6","0","3","2","7","4","5",61,"1","four_yr_college","married","mixed","full_time","8","conservative","republican","trump","christian","midwest",0.663904537696459,-0.0381838482328011
"1","1","1","5","1","2","4","4","6","1","1","5","3","7","0","2","3","6","3","4",78,"1","some_college","widowed","white","retired","3","conservative","republican","trump","christian","south",0.83972997938151,0.0384082087705089
"1","0","5","3","3","2","2","5","4","2","1","2","5","7","1","2","2","7","3","5",67,"0","high_school","married","white","homemaker","6","moderate","republican","no_vote","christian","west",0.875772471178101,-0.249543902218619
"1","1","2","6","4","2","4","4","5","1","1","4","2","7","0","4","2","7","3","4",78,"1","two_yr_college","married","white","retired","5","conservative","republican","trump","christian","south",0.83972997938151,0.0384082087705089
"1","1","1","3","2","1","4","7","7","1","1","4","3","7","0","4","1","4","2","5",66,"0","some_college","divorced","mixed","retired","4","very conservative","republican","trump","christian","west",1.28493230576075,0.49232750386146
"1","1","1","7","2","2","5","5","4","2","1","5","5","7","0","5","5","7","2","5",64,"1","high_school","married","white","part_time","5","very conservative","republican","trump","christian","south",0.847649185791497,0.829275858480006
"3","0","4","4","3","3","3","4","4","1","0","3","5","4","0","3","3","4","3","3",47,"0","two_yr_college","never_married","white","full_time","3","moderate","independent","other","no_rel","midwest",0.579214633828145,-0.249543902218619
"4","0","7","7","5","5","1","7","1","2","0","2","5","7","1","1","1","1","4","1",45,"0","some_college","married","black","unemployed","5","moderate","independent","no_vote","other_rel","south",0.644777938868247,-0.249543902218619
"1","0","6","6","4","2","2","3","6","2","1","1","4","7","1","1","1","7","5","4",59,"1","four_yr_college","married","asian","full_time","11","conservative","democrat","clinton","mormon","west",0.702988609018232,-0.0381838482328011
"2","0","6","1","4","2","1","2","1","2","0","1","5","1","1","1","1","2","5","1",77,"1","high_school","civil","white","retired","3","very_liberal","democrat","other","no_rel","northeast",0.56925888192293,0.829275858480006
"1","1","1","1","3","3","3","7","7","1","1","1","5","7","0","1","5","7","4","5",71,"0","some_college","married","white","retired","3","very_liberal","republican","trump","christian","west",0.939321412825532,-0.249543902218619
"2","0","3","2","2","2","1","5","2","2","1","2","5","3","1","1","2","3","2","2",70,"0","four_yr_college","married","black","retired","7","liberal","democrat","clinton","christian","south",0.955336379796202,-0.866697231359771
"1","1","3","7","2","2","3","7","7","1","1","1","5","7","0","4","3","5","3","4",76,"1","some_college","married","white","retired","6","very conservative","republican","trump","christian","south",0.83972997938151,0.49232750386146
"2","0","7","2","4","2","1","2","2","2","0","2","5","2","1","1","1","1","5","2",70,"1","four_yr_college","divorced","white","retired","8","liberal","democrat","clinton","no_rel","northeast",0.957778950539609,0.310796619831025
"4","0","3","3","3","3","3","4","4","2","0","3","3","4","1","3","3","5","3","4",62,"1","two_yr_college","married","asian","disabled","8","moderate","independent","no_vote","christian","south",0.718934362826189,0.49232750386146
"2","0","7","1","2","1","1","2","1","2","0","1","5","1","1","1","1","1","5","1",53,"1","two_yr_college","never_married","native_american","disabled","4","moderate","democrat","clinton","christian","south",0.791373077862051,0.49232750386146
"1","1","1","7","3","1","5","6","7","1","1","5","1","7","0","5","5","7","4","5",55,"1","four_yr_college","married","native_american","retired","6","moderate","independent","no_vote","mormon","west",0.625338257998037,0.310796619831025
"2","0","6","1","5","4","2","4","3","2","0","3","5","3","0","1","2","3","3","3",83,"1","no_hs","married","white","retired","5","moderate","democrat","clinton","no_rel","northeast",1.51251262516407,0.49232750386146
"4","0","4","1","3","3","3","5","5","1","1","3","3","4","0","3","3","4","3","4",46,"0","some_college","never_married","hispanic","part_time","3","very_liberal","republican","no_vote","no_rel","south",0.701974505118831,-0.866697231359771
"1","0","4","3","4","2","1","4","2","2","0","1","5","2","1","1","1","1","4","1",72,"0","four_yr_college","separated","native_american","retired","9","moderate","independent","other","christian","northeast",0.56806333562817,0.829275858480006
"2","0","7","2","2","2","2","4","2","2","0","2","5","4","1","1","1","2","4","2",80,"1","post_grad","married","white","retired","9","moderate","independent","clinton","muslim","northeast",0.826789085004023,0.829275858480006
"2","0","4","1","4","1","2","4","2","2","0","3","5","6","0","1","1","5","2","4",66,"1","some_college","married","hispanic","retired","5","moderate","democrat","clinton","christian","west",1.24120050705011,-0.0381838482328011
"1","1","3","5","4","1","5","4","4","2","1","2","5","7","0","2","2","6","2","5",76,"0","some_college","widowed","white","part_time","9","moderate","republican","trump","christian","west",0.939321412825532,-0.180194977787794
"1","1","1","4","2","2","5","4","7","2","1","5","1","7","0","5","3","6","3","4",71,"1","four_yr_college","married","hispanic","retired","9","conservative","republican","trump","christian","northeast",0.727652124117714,0.49232750386146
"1","1","1","7","1","2","3","2","7","2","1","3","3","7","0","3","2","7","3","5",74,"1","high_school","married","white","retired","6","very conservative","republican","trump","christian","northeast",0.971402016649825,-0.174762385142252
"1","1","2","7","2","1","5","3","4","2","1","2","5","7","0","5","4","7","2","5",75,"0","some_college","widowed","white","part_time","9","very conservative","republican","trump","christian","south",0.964187113748541,0.310796619831025
"3","1","1","7","3","1","5","3","7","1","1","2","2","7","0","5","5","6","3","5",65,"1","four_yr_college","married","white","retired","1","moderate","democrat","other","no_rel","northeast",0.662558403087482,-0.0326740388823356
"2","0","6","2","4","2","1","3","2","2","0","2","5","2","1","1","1","2","4","1",73,"1","some_college","widowed","black","retired","4","liberal","democrat","clinton","christian","northeast",1.17230980532102,-0.387596693726537
"1","1","3","3","3","2","5","6","6","2","1","5","3","6","0","4","1","5","3","5",81,"1","two_yr_college","married","white","retired","7","very conservative","republican","trump","christian","south",0.941595279131652,-0.249543902218619
"1","1","1","2","3","2","1","4","1","2","1","3","3","2","0","3","3","1","2","3",69,"0","some_college","married","white","retired","6","very conservative","republican","trump","christian","south",0.964187113748541,0.185616560394241
"2","0","7","4","3","2","1","3","1","2","0","1","5","5","1","1","1","3","5","3",55,"0","four_yr_college","married","white","full_time","9","moderate","independent","clinton","christian","midwest",1.0029772835284,0.829275858480006
"1","1","1","7","2","2","5","5","4","1","1","3","3","7","0","5","3","7","3","5",45,"1","two_yr_college","married","white","full_time","7","conservative","independent","other","mormon","west",0.592555017453796,0.49232750386146
"1","1","4","6","4","4","2","7","7","1","1","5","5","7","0","3","4","7","3","5",76,"0","no_hs","married","white","retired","4","very conservative","republican","no_vote","christian","south",1.34094828805001,-0.866697231359771
"1","1","1","7","1","2","5","7","7","1","1","5","2","7","1","5","5","7","2","5",43,"1","some_college","married","mixed","full_time","8","conservative","republican","trump","no_rel","south",0.776793335780806,0.829275858480006
"2","0","4","2","3","4","3","4","4","2","0","2","5","3","0","3","3","4","2","2",54,"0","four_yr_college","divorced","white","unemployed","3","very_liberal","democrat","clinton","no_rel","west",1.0029772835284,0.49232750386146
"2","0","3","2","2","2","2","5","2","2","0","2","5","4","0","1","1","3","3","2",24,"0","four_yr_college","never_married","hispanic","full_time","1","moderate","independent","no_vote","christian","northeast",0.818480694706408,-0.637029270556552
"2","0","4","2","3","2","2","2","2","2","0","1","5","4","0","1","1","2","4","4",64,"1","some_college","married","white","retired","2","very_liberal","democrat","clinton","christian","south",0.909354576534041,0.829275858480006
"2","0","6","2","5","1","1","3","2","2","0","1","5","1","1","1","1","1","5","1",59,"1","four_yr_college","never_married","black","student","5","moderate","democrat","clinton","christian","west",1.09491026560571,0.49232750386146
"2","0","5","3","3","3","2","6","4","1","1","4","3","4","0","3","3","4","2","1",57,"0","four_yr_college","never_married","black","full_time","11","conservative","democrat","no_vote","christian","west",0.8932724615785,-0.866697231359771
"2","0","3","4","3","2","2","4","3","2","0","2","5","1","0","1","2","1","3","3",63,"1","some_college","divorced","hispanic","student","2","very conservative","democrat","clinton","christian","south",0.758430760347094,-0.866697231359771
"2","0","6","2","3","2","3","4","1","2","0","1","5","5","0","1","1","3","3","1",55,"0","high_school","divorced","white","full_time","5","very_liberal","democrat","no_vote","christian","midwest",0.820801126630722,-0.105261721136385
"2","0","6","1","2","1","1","2","1","2","0","1","5","1","1","1","1","1","5","1",34,"1","post_grad","never_married","white","full_time","10","liberal","democrat","clinton","jewish","south",0.79489925395261,0.829275858480006
"1","1","2","7","4","4","5","5","5","1","1","2","3","7","0","4","3","7","3","5",53,"0","high_school","never_married","white","full_time","5","very conservative","republican","trump","no_rel","west",1.07978658850445,0.185616560394241
"1","1","2","7","5","2","5","7","7","1","1","5","1","7","0","5","5","7","2","5",61,"1","four_yr_college","married","white","retired","11","conservative","republican","trump","christian","midwest",1.11454361473121,0.185616560394241
"2","0","4","1","3","2","3","1","1","2","0","1","5","3","1","1","3","1","5","1",51,"1","four_yr_college","married","white","full_time","12","liberal","democrat","clinton","no_rel","northeast",1.1555758584603,0.829275858480006
"2","0","4","2","2","2","1","3","2","2","0","3","5","5","1","1","2","1","3","2",71,"0","four_yr_college","divorced","white","retired","4","liberal","democrat","clinton","christian","midwest",1.01524645761951,0.49232750386146
"2","0","4","5","3","2","4","4","1","2","0","1","5","1","1","1","1","1","4","1",60,"0","high_school","married","white","homemaker","9","liberal","democrat","clinton","no_rel","northeast",0.922722758300421,0.185616560394241
"2","0","5","1","3","3","3","4","1","2","0","1","5","2","1","1","1","1","5","3",30,"0","post_grad","never_married","white","full_time","7","liberal","democrat","clinton","jewish","south",0.83469258858232,0.829275858480006
"2","0","4","6","2","2","4","3","2","2","0","1","5","3","1","1","2","1","5","2",38,"1","four_yr_college","married","white","full_time","13","moderate","democrat","other","no_rel","south",0.580577420373078,0.829275858480006
"2","0","4","1","4","2","1","4","2","2","0","1","5","2","1","1","1","1","4","2",29,"0","four_yr_college","married","white","part_time","8","liberal","democrat","no_vote","jewish","midwest",1.19835281644514,-0.866697231359771
