"gender","age","nationality","education_ISCED","in_paid_work","religion","ideology_left_right","gen_imm_escape","gen_imm_work","gen_imm_study","gen_imm_family_war","gen_imm_marriage","gen_imm_ess_good_bad","gen_imm_ess_jobs","gen_imm_ess_welfare","gen_imm_ess_safety","imm_anger","imm_fear","imm_hope","imm_sympathy","imm_size","free_move_protect_jobs","free_move_protect_services","gen_know_switzerland","gen_know_ep","gen_know_party","mig_know_free_move","mig_know_schenger","mig_know_asylum","mig_know_syrians","W1_EX1","W1_EX2","W2_EX1","W2_EX2","W2_CC","WEIGHT","WEIGHTEX1","WEIGHTEX2"
"male",65,"romania",4,2,4,5,4,4,4,4,4,8,8,9,6,2,2,5,5,30,2,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,2.2416,2.2563,2.194
"male",63,"germany",3,2,1,4,4,3,4,4,3,6,5,5,5,5,5,3,3,5,4,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.939,0.9392,0.9281
"fenale",57,"poland",3,2,2,9,3,3,4,3,3,7,1,5,8,6,5,6,6,10,4,4,1,0,1,1,NA,NA,1,NA,NA,NA,NA,2,0.8535,0.8392,0.782
"fenale",29,"spain",6,1,2,7,4,3,4,3,4,4,3,2,8,3,5,6,5,40,4,4,1,1,1,1,1,0,0,NA,NA,NA,NA,2,0.934,0.9305,0.9502
"fenale",52,"spain",4,1,2,5,4,4,4,4,4,7,5,0,6,2,4,4,4,15,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.0746,1.0652,1.0897
"fenale",34,"uk",6,1,4,5,5,5,4,4,5,2,2,2,10,6,7,4,3,60,5,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,2,0.9698,0.9745,0.9884
"male",41,"spain",5,2,1,4,4,2,3,3,2,5,2,2,5,3,3,3,4,25,4,4,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,2,1.1088,1.1163,1.1243
"fenale",61,"romania",6,2,4,5,3,5,3,3,3,5,5,6,5,4,4,4,4,8,3,3,1,NA,1,0,0,0,1,NA,NA,NA,NA,2,0.7414,0.7414,0.7005
"male",49,"spain",3,2,1,5,3,3,3,3,3,7,7,5,5,4,3,4,4,12,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1.0477,1.055,1.1406
"fenale",50,"spain",4,2,1,3,4,4,4,4,4,7,7,6,4,5,3,4,5,10,2,2,0,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9542,0.9555,0.9523
"male",36,"poland",7,1,1,3,4,4,4,4,4,7,5,8,5,1,2,4,4,5,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,0.902,0.9082,0.956
"male",52,"poland",3,1,2,5,4,4,5,5,4,7,6,5,5,3,4,4,5,1,2,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1.0747,1.0636,1.0705
"male",35,"spain",6,1,1,0,5,5,5,5,5,6,5,7,10,7,3,1,1,15,3,3,1,0,1,1,1,NA,NA,NA,NA,NA,NA,2,1.1872,1.1963,1.2359
"male",66,"spain",6,2,2,7,2,4,4,3,4,5,5,5,7,5,5,2,2,25,2,2,0,1,1,1,NA,0,1,NA,NA,NA,NA,2,0.8595,0.8581,0.8328
"male",74,"spain",4,2,2,6,4,2,3,2,2,3,3,3,8,3,6,3,3,15,4,4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.8973,0.9,0.8828
"fenale",67,"germany",5,2,1,4,3,3,2,3,4,5,4,3,9,4,6,2,3,20,4,4,NA,0,1,1,NA,0,0,NA,NA,NA,NA,2,0.952,0.9467,0.9151
"male",51,"poland",7,2,1,3,4,4,4,4,4,7,6,7,5,2,5,2,5,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0.913,0.9049,0.9101
"male",58,"poland",3,1,2,5,2,4,4,3,3,6,4,3,4,7,7,1,4,10,4,4,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,2,0.6576,0.6507,0.6408
"fenale",41,"spain",3,1,1,4,4,4,4,4,3,0,1,0,10,4,6,3,2,30,4,4,1,1,0,1,0,1,1,NA,NA,NA,NA,2,0.8954,0.8884,0.871
"male",33,"poland",7,1,2,9,3,4,3,3,4,8,5,5,5,NA,NA,1,1,8,2,2,1,1,1,1,1,1,0,NA,NA,NA,NA,2,1.0909,1.0998,1.1265
"male",35,"poland",7,1,2,6,5,5,5,4,3,6,6,7,6,2,2,2,3,3,2,3,1,1,1,1,1,NA,0,NA,NA,NA,NA,2,0.9045,0.9093,0.956
"fenale",70,"poland",7,2,2,8,4,4,5,4,4,10,9,9,5,1,2,5,6,10,2,2,1,NA,1,1,1,1,0,NA,NA,NA,NA,2,1.2129,1.205,1.1434
"male",54,"uk",5,2,2,7,3,4,4,3,3,5,5,3,8,1,1,1,1,10,2,1,1,1,1,1,1,0,0,NA,NA,NA,NA,2,1.0492,1.0561,1.0666
"fenale",26,"poland",7,1,2,5,3,4,4,3,4,8,3,4,7,2,6,1,1,2,2,2,1,1,1,1,1,0,1,NA,NA,NA,NA,2,1.2367,1.242,1.2785
"male",55,"spain",4,1,1,6,3,3,5,3,3,5,5,1,7,5,4,4,4,10,3,4,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.9098,0.9017,0.8747
"fenale",72,"poland",3,2,1,3,3,3,3,3,3,8,6,7,5,1,3,4,5,5,2,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.407,1.3897,1.2933
"fenale",58,"romania",6,1,1,5,3,3,4,4,4,4,4,3,9,3,6,3,4,10,2,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,0.7414,0.7414,0.7005
"male",59,"spain",1,2,2,3,1,5,5,5,4,6,6,5,8,5,6,5,5,60,4,4,0,1,1,1,1,0,NA,NA,NA,NA,NA,2,0.9098,0.9017,0.8747
"fenale",30,"romania",3,1,4,9,4,4,4,4,4,10,8,5,5,1,1,5,5,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.8515,0.8551,0.8632
"male",24,"spain",4,1,1,2,2,4,4,3,4,6,3,1,5,6,3,4,3,5,3,2,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,1.1506,1.1652,1.2186
"male",28,"spain",5,1,1,5,3,4,4,4,4,5,5,5,6,2,5,3,4,20,4,4,1,1,1,1,NA,1,NA,NA,NA,NA,NA,2,0.7741,0.7727,0.7807
"fenale",39,"poland",7,2,2,4,5,4,4,4,4,6,5,6,8,5,6,3,6,1,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1.2848,1.2992,1.2969
"fenale",40,"poland",7,1,2,7,4,4,4,4,4,5,3,5,7,3,4,2,2,3,4,2,1,NA,1,1,1,1,NA,NA,NA,NA,NA,2,1.0639,1.0604,1.0375
"male",76,"uk",2,2,66,5,4,5,4,4,3,7,7,4,7,4,4,5,5,2,3,2,0,1,1,1,NA,1,NA,NA,NA,NA,NA,2,1.0763,1.0686,1.0479
"male",25,"romania",7,1,4,NA,1,4,5,4,5,8,9,10,NA,6,7,6,NA,1,5,3,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,1.3866,1.3953,1.4479
"fenale",53,"poland",7,1,2,0,1,3,4,2,4,1,1,5,3,4,7,1,5,10,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1195,1.1102,1.0976
"male",67,"poland",6,2,2,9,4,4,5,3,4,10,9,10,5,1,1,5,4,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1.2122,1.199,1.1681
"male",39,"spain",2,2,1,2,4,3,3,4,4,8,6,7,5,1,1,1,4,2,1,2,1,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0.8557,0.8542,0.8771
"fenale",54,"romania",6,1,NA,5,3,2,4,3,4,3,0,1,1,2,2,1,2,30,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2031,1.1964,1.1955
"fenale",38,"poland",7,1,2,9,4,3,5,4,3,4,0,6,5,7,4,1,3,3,4,4,0,0,1,1,0,NA,NA,NA,NA,NA,NA,2,1.2367,1.242,1.2785
"male",32,"poland",3,1,2,6,4,3,4,4,3,6,4,6,4,2,5,2,1,5,3,4,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,2,0.9045,0.9093,0.956
"male",55,"poland",7,1,2,6,4,2,4,4,3,8,2,6,5,1,2,2,3,4,2,2,1,NA,1,1,1,NA,1,NA,NA,NA,NA,2,0.6558,0.6499,0.6408
"male",52,"poland",3,1,2,10,4,4,5,5,5,7,7,8,2,1,3,6,7,3,2,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1.0747,1.0636,1.0705
"fenale",73,"uk",5,2,3,3,4,5,4,3,3,4,3,0,10,6,6,3,3,14,5,5,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,2,0.9574,0.9522,0.9308
"fenale",50,"hungary",3,1,2,10,2,2,3,2,2,0,0,0,10,7,6,1,2,40,4,5,1,1,1,1,NA,0,NA,NA,NA,NA,NA,2,1.1042,1.0959,1.0708
"male",41,"romania",6,1,5,0,5,4,5,5,5,5,3,5,9,2,2,6,7,0,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,0.4809,0.4808,0.4768
"male",38,"germany",7,1,2,7,4,5,5,4,4,8,7,6,5,4,4,5,5,15,1,3,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,0.9847,0.9897,1.0424
"male",64,"sweden",1,2,3,1,4,2,3,4,3,5,5,6,6,2,5,NA,5,20,4,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.0029,1.0014,0.995
"fenale",60,"romania",6,NA,4,6,3,4,5,3,4,6,5,7,5,2,2,3,4,3,3,3,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,1.122,1.1226,1.1041
"fenale",64,"germany",2,1,3,7,4,4,4,3,3,1,2,0,10,7,7,2,2,10,5,5,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.9119,0.9057,0.8799
"fenale",32,"romania",6,1,4,5,4,4,4,4,4,8,8,5,5,4,4,4,5,10,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1.0195,1.0189,1.0414
"fenale",39,"germany",2,2,3,5,4,4,4,3,4,6,7,2,7,3,5,1,3,20,2,2,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.9687,0.973,1.0114
"male",51,"poland",3,1,2,7,3,4,5,3,5,8,8,5,5,4,6,3,5,2,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,2,0.9258,0.9198,0.9216
"fenale",30,"spain",6,1,1,NA,5,3,5,5,3,6,5,3,6,2,2,4,4,20,4,5,0,NA,1,NA,NA,0,NA,NA,NA,NA,NA,2,1.2196,1.2267,1.2507
"male",55,"poland",7,1,2,5,4,3,5,4,3,5,3,4,8,4,5,4,6,3,4,3,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.6558,0.6499,0.6408
"male",33,"romania",2,1,7,5,2,3,3,2,3,8,2,5,4,1,2,3,1,21,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1.0377,1.0424,1.098
"male",50,"poland",7,1,1,2,4,3,3,4,5,8,3,7,7,5,4,3,3,3,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.9506,0.9398,0.9534
"male",70,"poland",7,2,2,8,4,4,4,4,4,5,4,5,7,1,2,1,3,2,3,NA,1,NA,0,1,1,NA,1,NA,NA,NA,NA,99,1.0442,1.0369,1.0056
"fenale",59,"hungary",3,2,2,5,4,3,4,4,4,5,5,NA,4,1,1,5,5,30,3,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.6709,0.6664,0.6397
"fenale",60,"poland",3,2,2,8,4,5,5,NA,5,8,6,9,5,1,2,2,4,21,3,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.7724,0.7677,0.7377
"fenale",21,"poland",3,2,2,6,3,2,4,2,3,7,1,3,3,5,5,3,4,4,4,4,1,1,1,1,1,0,1,NA,NA,NA,NA,2,1.0707,1.0777,1.148
"male",68,"poland",3,2,1,3,4,2,5,4,2,3,0,1,9,2,7,1,6,10,4,5,1,1,1,1,1,1,1,NA,NA,NA,NA,2,1.0442,1.0369,1.0056
"male",39,"romania",4,1,1,NA,4,2,4,3,3,4,4,6,3,1,5,4,3,30,3,3,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,0.7689,0.7714,0.7953
"male",35,"uk",3,1,7,1,3,4,2,3,4,1,10,NA,NA,6,2,2,2,20,4,5,0,NA,1,NA,NA,0,1,NA,NA,NA,NA,2,1.0666,1.062,1.1254
"fenale",26,"hungary",6,1,2,8,2,3,2,4,4,7,5,5,8,2,2,1,3,1,4,5,1,1,1,1,0,0,1,NA,NA,NA,NA,2,1.1185,1.1157,1.1572
"male",62,"poland",7,1,2,5,3,4,4,4,4,5,5,6,7,4,6,1,5,1,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.8498,0.8513,0.7994
"fenale",39,"spain",4,1,1,6,4,3,4,3,3,1,1,0,9,6,7,3,4,20,2,3,0,1,1,0,NA,NA,1,NA,NA,NA,NA,2,0.9517,0.9896,0.9749
"male",77,"spain",6,2,1,2,5,4,4,5,4,8,7,8,5,1,3,6,6,5,2,2,1,NA,1,1,1,NA,1,NA,NA,NA,NA,2,0.8595,0.8581,0.8328
"fenale",38,"romania",6,1,5,9,4,3,4,4,4,4,4,7,7,1,4,3,5,10,2,2,1,0,1,1,0,0,1,NA,NA,NA,NA,2,0.8515,0.8551,0.8632
"male",65,"poland",4,2,2,5,4,3,4,3,4,6,5,7,5,4,5,3,3,1,2,2,1,1,0,1,1,NA,1,NA,NA,NA,NA,2,1.0414,1.0357,1.0055
"male",45,"poland",3,1,2,7,5,4,5,5,3,7,4,5,5,2,2,7,7,4,3,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9703,0.9736,0.9737
"male",43,"poland",7,1,2,5,4,5,5,3,4,10,10,10,5,3,3,1,4,0,3,2,1,1,1,NA,1,NA,1,NA,NA,NA,NA,2,0.9033,0.8976,0.9012
"male",58,"romania",4,2,4,NA,3,3,4,2,2,2,2,5,9,4,6,6,6,2,2,1,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,2,0.5591,0.5612,0.535
"fenale",23,"poland",3,2,2,5,4,4,4,4,4,4,3,3,3,3,6,1,4,6,4,4,1,0,NA,1,1,NA,0,NA,NA,NA,NA,2,1.0427,1.0548,1.1097
"fenale",46,"germany",7,2,1,5,5,5,3,5,5,6,6,5,5,2,4,4,4,35,4,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9755,0.9724,0.96
"fenale",37,"romania",6,1,4,4,4,2,4,5,1,5,10,6,6,3,7,1,2,15,4,4,1,1,1,1,1,0,1,NA,NA,NA,NA,2,0.6273,0.6257,0.6419
"fenale",63,"hungary",5,2,2,8,4,4,4,4,4,2,3,5,7,1,1,3,1,15,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.9415,0.9352,0.8899
"male",77,"germany",7,NA,2,8,5,3,5,5,2,8,0,6,6,1,5,5,5,15,4,2,0,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9676,0.963,0.9431
"fenale",28,"poland",7,1,2,5,4,4,3,4,4,7,0,6,5,2,4,6,6,5,2,2,1,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0968,1.1194,1.1464
"male",59,"poland",7,1,2,8,5,4,4,5,4,8,10,8,6,1,4,1,6,20,3,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.684,0.6823,0.6854
"male",49,"romania",4,2,4,6,4,4,4,4,4,7,2,5,7,3,3,6,6,7,1,1,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,2,0.7815,0.783,0.7737
"male",47,"romania",3,1,3,7,3,3,4,3,3,6,4,4,5,3,4,5,5,3,2,1,0,1,0,1,1,1,1,NA,NA,NA,NA,2,0.9878,0.9949,1.0109
"male",39,"poland",6,1,2,5,5,5,5,5,5,10,10,5,5,1,1,1,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.902,0.9082,0.956
"male",45,"spain",4,1,2,5,3,4,4,3,2,6,5,2,5,NA,1,3,4,15,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,0.8896,0.8883,0.8878
"fenale",45,"germany",3,1,1,5,4,4,4,4,4,5,5,NA,6,1,NA,1,NA,5,3,4,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,0.9428,0.9445,0.9108
"fenale",68,"uk",2,2,3,7,2,5,4,4,4,7,5,5,6,5,5,4,2,20,4,4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9787,0.9741,0.9401
"fenale",77,"germany",3,2,3,5,4,4,5,3,3,7,8,5,8,2,4,3,4,20,3,3,1,NA,1,NA,NA,0,1,NA,NA,NA,NA,2,0.9771,0.973,0.9529
"fenale",43,"sweden",3,2,NA,5,4,3,4,3,4,NA,5,5,NA,3,4,3,NA,70,3,3,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,2,1.066,1.0494,1.0114
"fenale",30,"uk",6,2,1,5,3,4,4,3,3,4,5,5,5,2,1,1,1,15,5,5,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,0.8753,0.878,0.879
"fenale",33,"sweden",3,1,NA,3,4,3,3,NA,3,4,4,NA,6,4,4,4,5,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1.0593,1.0783,1.1146
"male",52,"romania",6,1,4,6,4,5,5,5,4,9,9,8,8,4,4,5,5,10,4,3,1,0,0,1,1,1,1,NA,NA,NA,NA,2,0.6527,0.657,0.6414
"male",53,"spain",7,1,2,7,3,4,4,3,3,5,5,1,7,4,1,2,4,9,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.9368,0.9309,0.9451
"male",34,"poland",7,1,2,9,5,4,5,5,5,10,10,9,10,6,6,6,5,5,5,4,0,1,1,0,0,0,0,NA,NA,NA,NA,99,0.9479,0.9624,1.01
"male",30,"spain",6,2,1,2,4,3,5,4,3,7,4,5,6,4,4,5,5,15,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.0592,1.0644,1.0937
"male",61,"uk",3,2,2,8,4,5,3,4,2,7,7,2,8,1,2,5,6,50,5,4,1,NA,1,0,NA,0,NA,NA,NA,NA,NA,2,0.9989,0.9908,0.9737
"male",40,"romania",6,1,4,6,5,4,4,4,3,7,8,8,2,1,2,5,5,30,2,1,0,NA,NA,1,0,0,1,NA,NA,NA,NA,2,0.691,0.6904,0.6857
"fenale",22,"romania",3,2,1,2,4,4,4,4,4,10,10,10,8,1,2,7,7,5,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,2,0.5376,0.5343,0.5461
"fenale",49,"romania",3,1,1,8,3,4,5,5,5,7,5,7,5,4,4,4,5,5,2,2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.6376,0.635,0.6244
"fenale",50,"romania",3,1,5,5,4,3,5,4,5,2,5,1,6,4,3,2,7,5,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0.6376,0.635,0.6244
"male",50,"romania",6,1,4,6,4,3,5,4,5,7,4,7,6,1,2,5,6,1,3,2,0,NA,1,1,1,NA,1,NA,NA,NA,NA,2,0.691,0.6904,0.6857
"male",44,"romania",3,1,1,5,1,1,3,1,3,5,1,5,8,7,6,3,4,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,1.4094,1.4162,1.4086
"male",56,"germany",3,2,2,5,4,4,4,5,4,8,5,5,4,1,1,7,5,5,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0.939,0.9392,0.9281
"fenale",34,"spain",6,1,1,3,5,5,5,5,5,6,7,0,10,2,6,7,4,60,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.9449,0.9412,0.9746
"fenale",67,"germany",5,2,3,2,5,4,4,4,3,7,6,5,5,2,3,6,5,3,2,3,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,0.9777,0.9757,0.9474
"male",41,"romania",3,2,5,5,3,3,3,4,4,6,3,4,8,4,4,3,4,3,4,4,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,2,0.9878,0.9949,1.0109
"male",50,"germany",7,1,1,5,5,5,4,4,5,5,5,5,6,7,5,4,6,10,4,5,NA,1,1,1,0,0,NA,NA,NA,NA,NA,2,0.9998,1.0012,0.9954
"male",19,"spain",4,1,2,7,4,5,4,4,4,5,6,6,6,5,3,7,4,40,3,3,0,0,0,1,1,1,1,NA,NA,NA,NA,2,1.0551,1.0719,1.1296
"male",36,"romania",7,1,1,8,3,3,5,3,3,7,6,7,8,2,2,3,5,3,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,2,0.8927,0.8923,0.9384
"fenale",42,"poland",7,1,2,9,4,4,4,4,4,8,8,8,7,5,6,6,6,10,4,4,1,NA,1,1,1,0,1,NA,NA,NA,NA,2,1.1425,1.1665,1.1807
"fenale",35,"poland",6,1,2,7,3,3,3,3,3,7,7,7,7,4,4,4,4,40,4,4,0,0,1,1,1,0,1,NA,NA,1,NA,1,1.0624,1.0728,1.1006
"fenale",48,"romania",6,1,5,5,3,4,4,3,4,7,5,6,4,3,3,3,3,2,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1.8687,1.8708,1.8445
"male",81,"other",2,2,1,7,3,5,3,3,3,7,7,8,6,4,4,6,5,10,3,4,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,2,1.0528,1.0514,1.0156
"male",51,"sweden",6,1,NA,7,4,4,4,4,4,2,8,3,7,3,5,4,6,1,3,3,0,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0123,1.0093,1.0267
"fenale",47,"spain",4,1,2,7,5,4,4,5,4,6,6,5,7,5,5,5,5,30,4,4,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,2,1.347,1.3355,1
"male",50,"uk",2,1,2,7,4,4,4,4,4,6,6,6,6,5,5,5,5,30,4,4,0,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0109,1.0064,1.0032
"fenale",66,"germany",7,2,2,2,5,5,5,5,4,6,3,5,5,4,3,2,2,30,4,3,1,1,1,0,1,0,1,NA,NA,NA,NA,2,0.9852,0.9849,0.9586
"fenale",30,"other",6,1,3,5,4,4,4,4,4,6,6,7,7,5,5,5,5,40,4,4,1,0,1,1,1,0,1,NA,NA,NA,NA,2,1.0624,1.0728,1.1006
"male",36,"sweden",3,1,NA,4,4,4,4,4,4,4,10,5,5,4,4,4,4,40,3,3,0,1,1,1,1,0,1,NA,NA,NA,NA,2,1.0997,1.1317,1.2101
"male",36,"germany",6,1,4,8,4,4,4,4,4,8,5,5,5,4,4,4,5,45,4,4,1,0,NA,1,0,0,0,NA,1,NA,NA,2,0.9929,1.0019,1
"fenale",33,"romania",6,1,5,5,4,4,5,5,5,9,9,9,3,3,7,6,7,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2887,1.2948,1.3607
"fenale",36,"germany",2,2,1,5,4,4,4,4,4,8,8,5,4,1,2,6,6,20,1,1,1,1,1,0,1,1,1,NA,NA,NA,NA,2,0.9566,0.962,0.9934
"male",32,"romania",6,1,2,6,2,2,4,2,4,7,6,4,5,4,6,3,4,4,4,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,2,0.8927,0.8923,0.9384
"male",30,"romania",7,1,4,5,4,4,4,4,4,9,5,5,5,3,2,6,6,5,3,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,2,0.8927,0.8923,0.9384
"fenale",26,"poland",7,1,2,5,3,2,4,4,4,10,10,10,10,5,3,7,4,1,4,4,1,1,1,NA,1,0,NA,NA,NA,NA,NA,2,1.108,1.1263,1.1772
"fenale",45,"spain",6,1,2,7,4,4,4,4,4,6,5,5,5,4,4,4,4,20,4,4,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,2,1.0746,1.0652,1.0897
"fenale",56,"poland",7,1,2,5,4,4,4,4,4,8,8,NA,NA,3,2,4,5,2,3,NA,1,1,1,NA,1,0,NA,NA,NA,NA,NA,2,0.7724,0.7677,0.7377
"fenale",39,"uk",2,1,3,6,3,4,3,3,3,5,6,3,6,4,4,4,4,20,4,5,1,0,1,1,NA,1,1,NA,NA,NA,NA,2,0.9698,0.9745,0.9884
"fenale",32,"germany",7,1,1,3,5,4,4,5,3,9,8,10,1,2,3,5,5,40,5,2,1,1,1,1,1,0,1,NA,NA,NA,NA,2,0.9768,0.985,1.0175
"male",58,"germany",2,2,3,7,2,2,2,2,2,4,3,2,9,6,6,1,2,45,5,4,1,1,1,1,1,1,1,NA,NA,NA,NA,2,0.939,0.9392,0.9281
"male",63,"romania",5,2,4,8,4,4,5,4,5,8,6,6,5,1,2,3,5,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,2,0.5591,0.5612,0.535
"male",27,"romania",3,1,1,6,3,4,4,5,4,10,10,8,5,4,4,4,4,100,2,2,1,1,1,1,1,0,NA,NA,NA,NA,NA,2,0.8927,0.8923,0.9384
"male",39,"spain",2,1,2,10,4,4,4,4,4,7,4,7,8,6,5,6,4,25,3,3,0,1,0,1,0,0,0,NA,NA,NA,NA,2,0.9198,0.9179,0.963
"male",48,"romania",4,1,4,9,2,3,3,2,3,5,5,5,5,1,1,6,6,5,3,3,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,2,0.9878,0.9949,1.0109
"male",27,"spain",6,1,3,6,3,4,4,3,3,3,5,5,7,5,5,6,4,10,4,3,0,1,1,1,0,1,1,NA,NA,NA,NA,2,0.9198,0.9179,0.963
"fenale",60,"spain",6,1,1,0,3,4,3,3,4,6,6,5,5,5,5,6,6,20,4,3,0,0,1,1,NA,NA,NA,NA,1,NA,NA,2,0.9347,0.9247,1
"male",40,"spain",4,1,3,7,3,4,4,3,4,7,8,6,8,4,2,5,3,6,5,3,1,1,1,1,1,NA,0,NA,NA,NA,NA,2,1.1088,1.1163,1.1243
"male",35,"romania",3,1,1,3,3,3,4,3,3,7,6,6,4,2,3,5,5,10,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3866,1.3953,1.4479
"fenale",35,"uk",7,1,2,10,4,4,5,4,4,8,8,0,0,7,7,1,1,50,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.9914,0.9904,1.0198
"male",43,"poland",4,1,2,8,5,5,5,4,4,10,8,8,8,6,5,5,5,23,4,4,1,1,1,1,1,1,0,NA,NA,NA,NA,99,0.9233,0.9187,0.9215
"fenale",32,"germany",2,1,2,5,4,1,1,1,1,10,0,0,10,7,7,1,1,20,4,4,1,1,0,1,0,0,1,NA,NA,NA,NA,2,0.9768,0.985,1.0175
"fenale",24,"hungary",7,1,1,5,2,4,5,5,4,6,6,6,6,5,6,6,5,50,4,4,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.0144,1.0067,1.0456
"male",55,"poland",7,1,2,5,4,1,5,4,3,9,1,8,10,4,5,4,4,1,3,2,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,2,0.6576,0.6507,0.6408
"fenale",43,"poland",4,1,2,2,5,4,4,4,4,5,6,5,5,2,3,3,7,10,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1.0873,1.0853,1.0609
"fenale",57,"poland",3,2,2,5,3,3,4,3,3,NA,4,NA,NA,3,4,3,5,95,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,0.7744,0.7687,0.7377
